achilles heel,Achillova pata
achilles tendon,Achillova šlacha
aching,bolavý
achingly,bolestivě
acholia,acholie
achondroplasia,achondroplazie
achromasia,albinizmus
achromatic,achromatický
achromatism,achromatismus
achromatous,bezbarvý
achromia,achromie
achy,bolavý
acicular,jehlovitý
acid,LSD
acid capacity,kyselinová (neutralizační) kapacita (KNK) (hydrochemie)
acid fermentation,kyselé kvašení (kanalizace)
acid rain,kyselý déšť
acid test,test kyselosti
acid-fast,kyselinovzdorný
acid-forming,kyselinotvorný
acid-free,bez kyseliny
acidate,okyselovat
acidic,kyselý
acidification,okyselování
acidified,okyselený
acidify,okyselit
acidimetry,acidimetrie
acidity,acidita (vody)
acidly,kysele
acidophile,acidofil
acidophilic,acidofilní
acidophilic organism,acidofilní organismus
acidophilous,acidofilní
acidophyte,acidofyt
acidosis,acidóza
acids,kyseliny
acidulate,okyselit
acidulated,nakyslý
acidulent,nakyslý
acidulous,nakyslý
acinar,acinární
acinose,acinózní
ack-ack,protiletadlový
ackerman,Ackerman
ackley,Ackley
acknowledge,kvitovat
acknowledged,přijímaný
acknowledgement,ocenění
acknowledgements,poděkování
acknowledges,děkuje
acknowledging,uznání
acknowledgment,přijetí
acknowledgments,uznání
aclu,American Civil Liberties Union
acm,Air Combat Maneuvering
acme,Společnost pro všechno
acne,trudovitost
acolyte,pomocník
aconcagua,nejvyšší hora jižní polokoule
aconite,oměj
aconitine,akonitin
acorn,žalud
acorns,žaludy
acoustic,akustický
acoustic insulation,odhlučnění
acoustical,akusticky
acoustically,akustický
acoustician,akustičtí
acoustics,akustika
acquaint,seznámit
acquaintance,obeznámenost
acquaintances,známí
acquaintanceship,známost
acquainted,seznámený
acquiesce,svolit
acquiesced,přijal
acquiescence,souhlas
acquiescent,povolný
acquint,vyznat se
acquirable,dosažitelný
acquire,dosáhnout
acquired,získal
acquired immune deficiency syndrome,AIDS
acquired resistance to pesticides,získaná odolnost organismu k pesticidům
acquirement,akvizice
acquirer,nabyvatel
acquirers,nabyvatelé
acquires,nabývá
acquiring,nabývání
acquisition,akvizice
acquisitive,nenasytný
acquisitiveness,hrabivost
acquit,osvobodit
acquittal,splacení
acquittance,kvitance
acquitted,osvobozený
acre,akr
acreage,výměra
acres,akry
acrid,trpký
acridine,akridin
acridity,ostrost
acrimonious,prudký
acrimoniously,uštěpačně
acrimony,zatrpklost
acrobat,akrobat
acrobatic,akrobatický
acrobatics,akrobaticky
acrobats,akrobati
acrocyanosis,akrocyanóza
acrolein,akrolein
acromegaly,akromegalie
acronym,zkratkové slovo
acronyms,akronymy
acrophobia,strach z velkých výšek
acropolis,akropole
acrosome,akrozom
across,křížem
across flats,otvor klíče
across the board,přes palubu
acrostic,akrostich
acrylate,akrylát
acrylic,akrylátový
acrylic fibre,akrylové vlákno
acrylic glass,akrylátové sklo
acrylic paint,akrylová barva
acrylic resin,akrylová pryskyřice
acrylonitrile,akrylonitril
acs,Aerospace Medicine Consultation Service
act,dějství
act as,vykonávat funkci
act hastily,unáhlit se
act like,chovat se jako
act on,chovat se
act out,vyjádřit
act the fool,jančit
act the goat,jančit
act up,pracovat chybně
act upon,postupovat podle
actable,hratelný
actd,Advanced Concept Technology Demonstration
acted,jednal
acth,adreno-kortikotropní hormon
actin,aktin
acting,herecké výkony
actinid,aktinoid
actinide,aktinid
actinism,aktinismus
actinium,aktinium
actinology,aktinologie
actinometer,aktinometr
actinometry,aktinometrie
actinomycetes,aktinomycety
actinomycosis,aktinomykóza
action,akční
action radius,akční radius
actionable,trestný
actions,akce
actions speak louder than words,skutky jsou víc než slova
activate,uvést do provozu
activated,aktivován
activated carbon,aktivovaný uhlík
activated sludge,aktivovaný kal
activated sludge process,aktivační proces
activated sludge treatment,aktivace (kanalizace)
activates,aktivuje
activating,aktivování
activation,aktivace
activation system,aktivační soustava
activator,aktivátor
active,aktivní
active chlorine,aktivní chlor
active debts,pohledávky
active mass transport,aktivní transport látky
active pesticide component,účinná látka pesticidu
active protection,aktivní ochrana
active solar energy,aktivní solární energie
active sport,pohybový sport
active voice,činný rod
actively,aktivně
activism,aktivismus
activist,aktivista
activists,aktivisté
activities,činnosti
activity,aktivita
acton,Acton
actor,herec
actors,herci
actress,herečka
actresses,herečky
acts,akty
actual,aktuální
actual growth,skutečný hospodářský růst
actual life,viz useful life
actual loss caused by harmful organism,skutečná ztráta způsobená škodlivým organismem
actual pest fecundity,skutečná plodnost škůdce
actual rights,skutečná práva
actual state of affairs,současný stav věcí
actual use,skutečné používání
actualisation,aktualizace
actualise,uskutečnit
actualities,fakta
actuality,aktualita
actualization,aktualizace
actualize,realizovat
actualized,realizoval
actually,doopravdy
actuarial,pojistný
actuarial expactation,matematická naděje
actuarial mathematics,pojistná matematika
actuaries,pojistní matematici
actuary,pojistný odborník
actuate,uvádět do pohybu
actuated,ovládaný
actuated by hand,ručně ovládaný
actuating,ovládací
actuating variable,akční veličina
actuation,pohon
actuator,akční člen
actuators,akční členy
acuity,jasnost
acumen,bystrost
acupressure,akupresura
acupuncture,akupunktura
acupuncturist,akupunkturista
acute,akutní
acute accent,čárka
acute angle,ostrý úhel
acute exposure,akutní expozice
acute pain,ostrá bolest
acute pesticide toxicity,akutní toxicita pesticidu
acute problem,naléhavý problém
acute sense of smell,dobrý čich
acute shortage,akutní nedostatek
acute sound,ostrý zvuk
acute toxicity,akutní toxicita
acute triangle,ostroúhlý trojúhelník
acutely,prudce
acuteness,akutnost
acutest,nejostřejší
acyclic,acyklický
acyclically,acyklicky
acyclovir,acyklovir
acylation,acylace
ad,inzerát
ad agency,reklamní agentura
ad campaign,reklamní kampaň
ad hoc,jen pro tento případ
ad infinitum,k nekonečnu
ad lib,ad libitum
ad lib (ad libitum),improvizovat
ad libitum,improvizace
ad nauseam,do vyčerpání
ad val,podle hodnoty
ad valorem,podle hodnoty
ad valorem tariff,tarif ad valorem (k hodnotě)
ad valorem tax,hodnotová daň
ad-hoc,jen pro tento případ
ad-lib,improvizace
ada,Ada
adactylia,adaktylie (nemoc) - nevyvinutí prstů na rukou nebo nohou
adage,průpověď
adages,pořekadla
adagio,adagio
adair,Adair
adam,Adam
adam's apple,ohryzek
adamant,velmi tvrdý přírodní krystalický uhlík
adamantane,adamantan
adamantine,neústupný
adamantly,skálopevně
adams,Adams
adamson,Adamson
adapt,přizpůsobovat
adaptability,přizpůsobivost
adaptable,přizpůsobitelný
adaptation,adaptace
adaptations,adaptace
adapted,přizpůsobený
adapter,adaptér
adapters,adaptéry
adapting,adaptovaní
adapting pipe,tvarovka
adaptive,adaptivní
adaptive expectations hypothesis,hypotéza adaptivních očekávání
adaptive logic,adaptivní logika
adaptively,adaptivně
adaptor,rozvodka
adaptors,rozvodky
adc,Analog to Digital Converter
add,sečítat
add fuel to the fire,přilévat benzín do ohně
add fuel to the flames,přiživovat spor
add in,přidat
add insult to injury,přilévat olej do ohně
add on,dodat
add salt,posolit
add salt to,přisolit
add some salt,dosolit
add some sugar to,přisladit
add to,přidat
add to figures,připočítávat
add up,sečíst dohromady
add up to,dosáhnout částky
add-on,doplněk
addable,sečitatelný
addams,Addams
added,přidán
added risk,přídavné riziko
added value,přidaná hodnota
addend,druhý sčítanec
addenda,dodatky
addendum,dodatek
adder,sčítačka
adders,zmije
addible,přidatelný
addict,toxikoman
addict to,holdovat
addicted,závislý
addicted / be addicted to,"být závislý (na drogách, léčivech)"
addicting,návykový
addiction,návyk
addictive,návykový
addictiveness,návykovost
addicts,narkomani
adding,přidávání
adding-up problem,problém sčítání
addis,Addis
addis ababa,hl.m. - Etiopie
addison,Addison
addition,adice
additional,další
additional accident benefit,připojištění
additional bed,přistýlka
additional charge,přirážka
additional charges,náklady navíc
additional cost,vícenáklady
additional molening equipment,krtkovač
additional nutriment of entomophage,doplňková potrava entomofága
additional postage,doplatek poštovného
additional water softening,doměkčování vody
additionally,dodatečně
additions,přídavky
additive,aditivní
additives,aditiva
additivity,aditivita
addle,jen
addled,popletený
address,adresovat
address book,adresář
addressability,adresovatelnost
addressable,adresovatelně
addressed,oslovený
addressee,adresát
addressees,adresáti
addresser,adresář
addresses,adresy
addressing,adresování
addressograph,stroj na psaní adres
adds,přidává
adduce,uvést
adduce reasons,uvést důvody
adduced,uvedeno
adduct,otáčet dovnitř
adduction,přitažení
adductor,sval přitahovač
adelaide,město - Austrálie
adele,ženské křestní jméno
adelia,ženské křestní jméno
adeline,Adeline
aden,Aden
adenine,adein
adenitis,adenitida
adenocarcinoma,adenokarcinom
adenohypophysis,adenohypofýza
adenoid,adenoidní
adenoidal,adenoidní
adenoids,nosní mandle
adenoma,adenom
adenomyosis,adenomyóza
adenosine,adenosin
adenovirus,adenovirus
adept,adept
adequacy,přiměřenost
adequate,adekvátní
adequate margin of safety,adekvátní dolní mez bezpečnosti
adequate time period,přiměřená lhůta
adequate to support a family,postačující k výživě rodiny
adequately,adekvátně
adermin,vitamin B6
adh,ADH
adhere,lnout
adhere closely,pevně se držet
adhered,dodržovaný
adherence,lpění
adherence to,věrnost
adherent,lnoucí
adherents,přívrženci
adherer,stoupenec
adhering,lnutí
adhesion,adheze
adhesive,lepicí
adhesive tape,lepící páska
adhesiveness,přilnavost
adhesives,lepidla
adiabatic,adiabatický
adiabatically,adiabaticky
adieu,adié
adieux,adié
adios,sbohem
adipose,tukový
adiposis,adipozita
adiposity,obezita
adirondack,hory ve státu New York
adirondack mountains,hory ve státu New York
adirondacks,hory ve státu New York
adit,štola
adjacency,sousednost
adjacent,přilehlý
adjacent sides,sousední strany
adjacently,přilehle
adjectival,adjektivní
adjective,přídavné jméno
adjectives,přídavná jména
adjoin,sousedit
adjoining,sousední
adjoining protective dike,vedlejší ochranná hráz
adjourn,odročit se
adjourn for,odložit dokončení
adjourned,odročený
adjourning,přerušování
adjournment,odklad
adjudge,odsoudit
adjudge sb. to be guilty,uznat vinným koho
adjudge st. void,prohlásit za neplatné co
adjudge to,přiřknout komu
adjudge to death,odsoudit k smrti
adjudged,přiřknuto
adjudging,rozhodování
adjudicate,přisoudit
adjudicated,rozhodoval
adjudicating,přisuzující
adjudication,adjudikace
adjudicative,posuzující
adjudicator,posuzovatel
adjudicatory,adjudikatorní
adjunct,adjunkt
adjunction,přidání
adjuncts,přídavky
adjuration,přísaha
adjure,zapřísahat
adjured,vzdal se
adjust,seřizovat
adjust st,upravit
adjust st to st,přizpůsobit něčemu
adjustable,nastavitelný
adjustable spanner,francouzský klíč
adjustable wrench,francouzský klíč
adjustably,přizpůsobitelně
adjusted,nastaveno
adjuster,seřizovací člen
adjusting,nastavení
adjusting taxation,úprava zdaňování
adjustment,seřizování
adjustment to acquired assets,oceňovací rozdíl k nabytému majetku
adjustments,přizpůsobení
adjustments by non-cash operations,úpravy o nepeněžní operace
adjustor,odhadce
adjusts,nastavuje
adjutant,adjutant
adkins,Adkins
adler,Adler
adm,Advanced Development Model
adman,reklamní textař
admanmass,masy reagující na reklamu
admeasure,odměřit
admeasurement,měření
admin,administrátor
administer,podat
administer a medicine,podat lék
administer an oath to,vzít do přísahy
administer justice,vykonávat spravedlnost
administer relief,poskytnout pomoc
administer to,přispívat čemu
administered,spravováno
administering,spravující
administrate,spravovat
administrated,spravoval
administrating,spravování
administration,správa
administrative,administrační
administrative ability,organizační schopnost
administrative action,administrativní akce
administrative authority,správní orgán
administrative charges,administrativní poplatky
administrative district,správní obvod
administrative measures,administrativní opatření
administrative procedure code,správní řád
